Channel,Group,Source,Link
甘肃卫视,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000046/index.m3u8
甘肃卫视,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000046/index.m3u8
甘肃卫视,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000046/index.m3u8
甘肃卫视,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000046/index.m3u8
甘肃卫视,weishi,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
广东卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226535/1.m3u8
广东卫视,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240036_1/playlist.m3u8?CONTENTID=00000110240036_1
广东卫视,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls72.m3u8
广东卫视,weishi,江苏移动[CDN],http://183.207.248.137/ott.js.chinamobile.com/PLTV/3/224/3221225864/index.m3u8
广东卫视,weishi,江西移动,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/hdguangdongstv/1.m3u8
广东卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225558/index.m3u8?fmt=ts2hls
广东卫视,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225597/index.m3u8
广东卫视,weishi,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900053.m3u8
广东卫视,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000025/index.m3u8
广东卫视,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000025/index.m3u8
广东卫视,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000025/index.m3u8
广东卫视,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000025/index.m3u8
广东卫视,weishi,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225757/index.m3u8
广东卫视HD,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226238/1.m3u8
广东卫视HD,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226508/1.m3u8
广东卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226041/1/index.m3u8?fmt=ts2hls
广东卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225720/1/index.m3u8?fmt=ts2hls
广东卫视HD,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1
广东卫视HD,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/gdhd.m3u8
广东卫视HD,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls130.m3u8
广东卫视HD,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls70a19.m3u8
广东卫视HD,weishi,江苏移动,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227249/index.m3u8
广东卫视HD,weishi,江苏移动,http://223.110.245.155/ott.js.chinamobile.com/PLTV/3/224/3221227445/index.m3u8
广东卫视HD,weishi,江苏移动,http://223.110.243.136/PLTV/3/224/3221227249/index.m3u8
广东卫视HD,weishi,江苏移动[CDN],http://183.207.249.103/ott.js.chinamobile.com/PLTV/3/224/3221227399/index.m3u8
广东卫视HD,weishi,江苏移动[CDN],http://223.110.243.162/ott.js.chinamobile.com/PLTV/3/224/3221227591/index.m3u8
广东卫视HD,weishi,江苏移动[CDN],http://183.207.248.136/ott.js.chinamobile.com/PLTV/3/224/3221227249/index.m3u8
广东卫视HD,weishi,江苏移动[CDN],http://183.207.249.207/ott.js.chinamobile.com/PLTV/3/224/3221227691/index.m3u8
广东卫视HD,weishi,江苏移动[CDN],http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227673/index.m3u8
广东卫视HD,weishi,江苏移动[CDN],http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227445/index.m3u8
广东卫视HD,weishi,江苏移动[CDN],http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221227476/index.m3u8
广东卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8
广东卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225597/index.m3u8?fmt=ts2hls
广东卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8
广东卫视HD,weishi,拉萨移动,http://117.136.154.68/PLTV/88888888/224/3221225679/index.m3u8
广东卫视HD,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225515/index.m3u8
广东卫视HD,weishi,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900127.m3u8
广东卫视HD,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000307/index.m3u8
广东卫视HD,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000307/index.m3u8
广东卫视HD,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000307/index.m3u8
广东卫视HD,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000307/index.m3u8
广东卫视HD,weishi,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
广东卫视HD,weishi,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
广西卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226408/1.m3u8
广西卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225879/1.m3u8
广西卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226534/1.m3u8
广西卫视,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225711/1/index.m3u8?fmt=ts2hls
广西卫视,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240037_1/playlist.m3u8?CONTENTID=00000110240037_1
广西卫视,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls76.m3u8
广西卫视,weishi,江苏移动[CDN],http://183.207.249.172/ott.js.chinamobile.com/PLTV/3/224/3221225806/index.m3u8
广西卫视,weishi,江苏移动[CDN],http://223.110.243.144/ott.js.chinamobile.com/PLTV/3/224/3221227609/index.m3u8
广西卫视,weishi,江西移动,http://223.82.250.72/live/guangxistv/1.m3u8
广西卫视,weishi,江西移动,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/guangxistv/1.m3u8
广西卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225551/index.m3u8?fmt=ts2hls
广西卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225731/index.m3u8
广西卫视,weishi,拉萨移动,http://117.136.154.86/PLTV/88888888/224/3221225528/index.m3u8
广西卫视,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225623/index.m3u8
广西卫视,weishi,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900054.m3u8
广西卫视,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000038/index.m3u8
广西卫视,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000038/index.m3u8
广西卫视,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000038/index.m3u8
广西卫视,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000038/index.m3u8
广西卫视,weishi,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
广西卫视HD,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/gxhd.m3u8
广西卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
贵州卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226405/1.m3u8
贵州卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225880/1.m3u8
贵州卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226521/1.m3u8
贵州卫视,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240038_1/playlist.m3u8?CONTENTID=00000110240038_1
贵州卫视,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/gztv.m3u8
贵州卫视,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls87.m3u8
贵州卫视,weishi,江苏移动,http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225787/index.m3u8
贵州卫视,weishi,江苏移动[CDN],http://183.207.248.135/ott.js.chinamobile.com/PLTV/3/224/3221225787/index.m3u8
贵州卫视,weishi,江苏移动[CDN],http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227551/index.m3u8
贵州卫视,weishi,江西移动,http://223.82.250.72/live/guizhoustv/1.m3u8
贵州卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225728/index.m3u8
贵州卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225537/index.m3u8?fmt=ts2hls
贵州卫视,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225529/index.m3u8
贵州卫视,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225617/index.m3u8
贵州卫视,weishi,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900041.m3u8
贵州卫视,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000041/index.m3u8
贵州卫视,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000041/index.m3u8
贵州卫视,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000041/index.m3u8
贵州卫视,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000041/index.m3u8
贵州卫视,weishi,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
贵州卫视HD,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226497/1.m3u8
贵州卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225771/1/index.m3u8?fmt=ts2hls
贵州卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226165/1/index.m3u8?fmt=ts2hls
贵州卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225776/1/index.m3u8?fmt=ts2hls
贵州卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225703/1/index.m3u8?fmt=ts2hls
贵州卫视HD,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240318_1/playlist.m3u8?CONTENTID=00000110240318_1
贵州卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls
贵州卫视HD,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225807/index.m3u8
贵州卫视HD,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000329/index.m3u8
贵州卫视HD,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000329/index.m3u8
贵州卫视HD,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000329/index.m3u8
贵州卫视HD,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000329/index.m3u8
海南三沙卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226544/1.m3u8
海南三沙卫视,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240589_1/playlist.m3u8?CONTENTID=00000110240589_1
海南卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226427/1.m3u8
海南卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225890/1.m3u8
海南卫视,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225762/1/index.m3u8?fmt=ts2hls
海南卫视,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240059_1/playlist.m3u8?CONTENTID=00000110240059_1
海南卫视,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls71.m3u8
海南卫视,weishi,江苏移动[CDN],http://183.207.249.199/ott.js.chinamobile.com/PLTV/3/224/3221225810/index.m3u8
海南卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225722/index.m3u8
海南卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225548/index.m3u8?fmt=ts2hls
海南卫视,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225775/index.m3u8
海南卫视,weishi,拉萨移动,http://117.136.154.86/PLTV/88888888/224/3221225625/index.m3u8
海南卫视,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225548/index.m3u8
海南卫视,weishi,咪咕爱看,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221227912/index.m3u8
海南卫视,weishi,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900056.m3u8
海南卫视,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000030/index.m3u8
海南卫视,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000030/index.m3u8
海南卫视,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000030/index.m3u8
海南卫视,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000030/index.m3u8
海南卫视,weishi,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
海南卫视HD,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/lyhd.m3u8
海南卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226212/index.m3u8?fmt=ts2hls
海南卫视HD,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225798/index.m3u8
海南卫视HD,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000347/index.m3u8
河北卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226409/1.m3u8
河北卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225881/1.m3u8
河北卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226536/1.m3u8
河北卫视,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240040_1/playlist.m3u8?CONTENTID=00000110240040_1
河北卫视,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls49.m3u8
河北卫视,weishi,江苏移动,http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225840/index.m3u8
河北卫视,weishi,江苏移动[CDN],http://223.110.243.151/ott.js.chinamobile.com/PLTV/3/224/3221227545/index.m3u8
河北卫视,weishi,江苏移动[CDN],http://183.207.249.109/ott.js.chinamobile.com/PLTV/3/224/3221225840/index.m3u8
河北卫视,weishi,江西移动,http://223.82.250.72/live/hebeistv/1.m3u8
河北卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225732/index.m3u8
河北卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225544/index.m3u8?fmt=ts2hls
河北卫视,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225527/index.m3u8
河北卫视,weishi,拉萨移动,http://117.136.154.68/PLTV/88888888/224/3221225632/index.m3u8
河北卫视,weishi,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8
河北卫视HD,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226507/1.m3u8
河北卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226058/1/index.m3u8?fmt=ts2hls
河北卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225713/1/index.m3u8?fmt=ts2hls
河北卫视HD,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1
河北卫视HD,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hebhd.m3u8
河北卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
河北卫视HD,weishi,拉萨移动,http://117.136.154.85/PLTV/88888888/224/3221225844/index.m3u8
河北卫视HD,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000330/index.m3u8
河北卫视HD,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000330/index.m3u8
河北卫视HD,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000330/index.m3u8
河北卫视HD,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000330/index.m3u8
河南卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226525/1.m3u8
河南卫视,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240041_1/playlist.m3u8?CONTENTID=00000110240041_1
河南卫视,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls80.m3u8
河南卫视,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hnhd.m3u8
河南卫视,weishi,江苏移动[CDN],http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227521/index.m3u8
河南卫视,weishi,江苏移动[CDN],http://223.110.245.156/ott.js.chinamobile.com/PLTV/3/224/3221225815/index.m3u8
河南卫视,weishi,江西移动,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/henanstv/1.m3u8
河南卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226196/index.m3u8
河南卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225545/index.m3u8?fmt=ts2hls
河南卫视,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225628/index.m3u8
河南卫视,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225801/index.m3u8
河南卫视,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000037/index.m3u8
河南卫视,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000037/index.m3u8
河南卫视,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000037/index.m3u8
河南卫视,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000037/index.m3u8
河南卫视,weishi,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225767/index.m3u8
河南卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226032/1/index.m3u8?fmt=ts2hls
河南卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225709/1/index.m3u8?fmt=ts2hls
河南卫视HD,weishi,江苏移动,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221225815/index.m3u8
河南卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
黑龙江卫视,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226524/1.m3u8
黑龙江卫视,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls85.m3u8
黑龙江卫视,weishi,江苏移动,http://223.110.243.169/PLTV/3/224/3221227252/index.m3u8
黑龙江卫视,weishi,江苏移动[CDN],http://183.207.249.235/ott.js.chinamobile.com/PLTV/3/224/3221226374/index.m3u8
黑龙江卫视,weishi,江西移动,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/hdheilongjiangstv/1.m3u8
黑龙江卫视,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225542/index.m3u8?fmt=ts2hls
黑龙江卫视,weishi,拉萨移动,http://117.136.154.86/PLTV/88888888/224/3221225598/index.m3u8
黑龙江卫视,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000027/index.m3u8
黑龙江卫视,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000027/index.m3u8
黑龙江卫视,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000027/index.m3u8
黑龙江卫视,weishi,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000027/index.m3u8
黑龙江卫视HD,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226239/1.m3u8
黑龙江卫视HD,weishi,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226498/1.m3u8
黑龙江卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226052/1/index.m3u8?fmt=ts2hls
黑龙江卫视HD,weishi,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225758/1/index.m3u8?fmt=ts2hls
黑龙江卫视HD,weishi,合肥电信[爱上],http://117.71.37.17/live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1
黑龙江卫视HD,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls71a14.m3u8
黑龙江卫视HD,weishi,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls95.m3u8
黑龙江卫视HD,weishi,江苏移动,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227492/index.m3u8
黑龙江卫视HD,weishi,江苏移动,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221227252/index.m3u8
黑龙江卫视HD,weishi,江苏移动,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221227323/index.m3u8
黑龙江卫视HD,weishi,江苏移动[CDN],http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221227252/index.m3u8
黑龙江卫视HD,weishi,江苏移动[CDN],http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227323/index.m3u8
黑龙江卫视HD,weishi,江苏移动[CDN],http://183.207.248.112/ott.js.chinamobile.com/PLTV/3/224/3221227753/index.m3u8
黑龙江卫视HD,weishi,江苏移动[CDN],http://223.110.243.142/ott.js.chinamobile.com/PLTV/3/224/3221227662/index.m3u8
黑龙江卫视HD,weishi,江苏移动[CDN],http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221227492/index.m3u8
黑龙江卫视HD,weishi,江苏移动[CDN],http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227638/index.m3u8
黑龙江卫视HD,weishi,江苏移动[CDN],http://183.207.249.165/ott.js.chinamobile.com/PLTV/3/224/3221227514/index.m3u8
黑龙江卫视HD,weishi,江西移动,http://223.82.250.72/live/hdheilongjiangstv/1.m3u8
黑龙江卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225586/index.m3u8?fmt=ts2hls
黑龙江卫视HD,weishi,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225690/index.m3u8
黑龙江卫视HD,weishi,拉萨移动,http://117.136.154.98/PLTV/88888888/224/3221225670/index.m3u8
黑龙江卫视HD,weishi,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000306/index.m3u8
黑龙江卫视HD,weishi,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000306/index.m3u8
黑龙江卫视HD,weishi,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000306/index.m3u8
